,horse_id,父,父父,父父父,父父父父,父父父父父,父父父父母,父父父母,父父父母父,父父父母母,父父母,父父母父,父父母父父,父父母父母,父父母母,父父母母父,父父母母母,父母,父母父,父母父父,父母父父父,父母父父母,父母父母,父母父母父,父母父母母,父母母,父母母父,父母母父父,父母母父母,父母母母,父母母母父,父母母母母,母,母父,母父父,母父父父,母父父父父,母父父父母,母父父母,母父父母父,母父父母母,母父母,母父母父,母父母父父,母父母父母,母父母母,母父母母父,母父母母母,母母,母母父,母母父父,母母父父父,母母父父母,母母父母,母母父母父,母母父母母,母母母,母母母父,母母母父父,母母母父母,母母母母,母母母母父,母母母母母
34,2012104105,"マンハッタンカフェ
1998 青鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"サトルチェンジ
Subtle Change(愛)
1988 黒鹿毛
[血統][産駒]","Law Society
1982 黒鹿毛
[血統][産駒]","Alleged
1974 鹿毛",Hoist the Flag,Princess Pout,"Bold Bikini
1969 鹿毛",Boldnesian,Ran-Tan,"Santa Luciana
1973 黒鹿毛
[血統][産駒]","Luciano
1964 鹿毛",Henry the Seventh,Light Arctic,"Suleika
1954 黒鹿毛",Ticino,Schwarzblaurot,"アクアリング
2005 鹿毛
[血統][産駒]
FNo.[10-d]","Anabaa
1992 鹿毛
[血統][産駒]","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Pas de Nom
1968 黒鹿毛",Admiral's Voyage,Petitioner,"Balbonella
1984 鹿毛
[血統][産駒]","ゲイメセン
1975 黒鹿毛",Vaguely Noble,Gay Missile,"Bamieres
1978 黒鹿毛",Riverman,Bergamasque,"シーリング
Sea Ring(仏)
1990 鹿毛
[血統][産駒]","Bering
1983 栗毛
[血統][産駒]","Arctic Tern
1973 栗毛",Sea-Bird,Bubbling Beauty,"Beaune
1974 栗毛",Lyphard,Barbra,"Blue River
1980 鹿毛
[血統][産駒]","Riverman
1969 鹿毛",Never Bend,River Lady,"Azurella
1971 鹿毛",ハイハット,Azorelle
35,1990100908,"トニービン
Tony Bin(愛)
1983 鹿毛
[血統][産駒]
ゼダーン系","カンパラ
Kampala(英)
1976 黒鹿毛
[血統][産駒]","Kalamoun
1970 芦毛
[血統][産駒]","ゼダーン
1965 芦毛",Grey Sovereign,Vareta,"Khairunissa
1960 芦毛",Prince Bio,Palariva,"State Pension
1967 鹿毛
[血統][産駒]","オンリーフォアライフ
1960 黒鹿毛",Chanteur,Life Sentence,"Lorelei
1950 鹿毛",Prince Chevalier,Rock Goddess,"Severn Bridge
1965 栗毛
[血統][産駒]","Hornbeam
1953 栗毛
[血統][産駒]","Hyperion
1930 栗毛",Gainsborough,Selene,"Thicket
1947 栗毛",Nasrullah,Thorn Wood,"Priddy Fair
1956 鹿毛
[血統][産駒]","Preciptic
1942 栗毛",Precipitation,Artistic,"Campanette
1948 鹿毛",Fair Trial,Calluna,"シヤダイフライト
1973 鹿毛
[血統][産駒]
FNo.[12-c]","ヒッティングアウェー
Hitting Away(米)
1958 鹿毛
[血統][産駒]","Ambiorix
1946 鹿毛
[血統][産駒]","Tourbillon
1928 鹿毛",Ksar,Durban,"Lavendula
1930 黒鹿毛",Pharos,Sweet Lavender,"Striking
1947 鹿毛
[血統][産駒]","War Admiral
1934 黒鹿毛",Man o'War,Brushup,"Baby League
1935 鹿毛",Bubbling Over,La Troienne,"フォーワードフライト
Forward Flight(米)
1967 栗毛
[血統][産駒]","Porterhouse
1951 黒鹿毛
[血統][産駒]","Endeavour
1942 鹿毛",British Empire,Himalaya,"Red Stamp
1943 鹿毛",Bimelech,Peggy Porter,"Bashful Girl
1961 栗毛
[血統][産駒]","Khaled
1943 黒鹿毛",Hyperion,Eclair,"But Beautiful
1947 栗毛",Tehran,Joan
36,2007102807,"クロフネ
1998 芦毛
[血統][産駒]
Deputy Minister系","フレンチデピュティ
French Deputy(米)
1992 栗毛
[血統][産駒]","Deputy Minister
1979 黒鹿毛
[血統][産駒]","Vice Regent
1967 栗毛",Northern Dancer,Victoria Regina,"Mint Copy
1970 黒鹿毛",Bunty's Flight,Shakney,"Mitterand
1981 鹿毛
[血統][産駒]","Hold Your Peace
1969 鹿毛",Speak John,Blue Moon,"Laredo Lass
1971 黒鹿毛",Bold Ruler,Fortunate Isle,"ブルーアヴェニュー
Blue Avenue(米)
1990 芦毛
[血統][産駒]","Classic Go Go
1978 黒鹿毛
[血統][産駒]","Pago Pago
1960 鹿毛",Matrice,Pompilia,"Classic Perfection
1972 黒鹿毛",Never Bend,Mira Femme,"Eliza Blue
1983 芦毛
[血統][産駒]","Icecapade
1969 芦毛",Nearctic,Shenanigans,"コレラ
1978 黒鹿毛",Roberto,Catania,"スプリングチケット
1997 黒鹿毛
[血統][産駒]
FNo.[13-c]","トニービン
Tony Bin(愛)
1983 鹿毛
[血統][産駒]","カンパラ
Kampala(英)
1976 黒鹿毛
[血統][産駒]","Kalamoun
1970 芦毛",ゼダーン,Khairunissa,"State Pension
1967 鹿毛",オンリーフォアライフ,Lorelei,"Severn Bridge
1965 栗毛
[血統][産駒]","Hornbeam
1953 栗毛",Hyperion,Thicket,"Priddy Fair
1956 鹿毛",Preciptic,Campanette,"カズミハルコマ
1984 青鹿毛
[血統][産駒]","マルゼンスキー
1974 鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛",Northern Dancer,Flaming Page,"シル
1970 鹿毛",Buckpasser,Quill,"センシユータカラ
1976 青鹿毛
[血統][産駒]","ヴェンチア
1957 黒鹿毛",Relic,Rose O'Lynn,"シヤダイウイング
1968 黒鹿毛",ゲイタイム,ブラックターキン
37,2000106022,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"ブラダマンテ
Bradamante(米)
1986 栗毛
[血統][産駒]
FNo.[10-d]","Roberto
1969 鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Bramalea
1959 黒鹿毛
[血統][産駒]","Nashua
1952 鹿毛",Nasrullah,Segula,"Rarelea
1949 鹿毛",Bull Lea,Bleebok,"Sulemeif
1980 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Barely Even
1969 鹿毛
[血統][産駒]","Creme dela Creme
1963 鹿毛",Olympia,Judy Rullah,"Dodge Me
1959 黒鹿毛",The Doge,By Me
38,1989107262,"Majestic Light
1973 鹿毛
[血統][産駒]
Raise a Native系","Majestic Prince
1966 栗毛
[血統][産駒]","Raise a Native
1961 栗毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Raise You
1946 栗毛",Case Ace,Lady Glory,"Gay Hostess
1957 鹿毛
[血統][産駒]","Royal Charger
1942 栗毛",Nearco,Sun Princess,"Your Hostess
1949 栗毛",Alibhai,Boudoir,"Irradiate
1966 芦毛
[血統][産駒]","Ribot
1952 鹿毛
[血統][産駒]","Tenerani
1944 鹿毛",Bellini,Tofanella,"Romanella
1943 栗毛",El Greco,Barbara Burrini,"High Voltage
1952 芦毛
[血統][産駒]","Ambiorix
1946 鹿毛",Tourbillon,Lavendula,"Dynamo
1945 芦毛",Menow,Bransome,"デユプリシト
Duplicit(米)
1985 鹿毛
[血統][産駒]
FNo.[2-s]","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Pas de Nom
1968 黒鹿毛
[血統][産駒]","Admiral's Voyage
1959 黒鹿毛",Crafty Admiral,Olympia Lou,"Petitioner
1952 鹿毛",Petition,Steady Aim,"Fabulous Fraud
1974 鹿毛
[血統][産駒]","Le Fabuleux
1961 鹿毛
[血統][産駒]","Wild Risk
1940 鹿毛",Rialto,Wild Violet,"Anguar
1950 鹿毛",Verso,La Rochelle,"The Bride
1969 鹿毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛",Nasrullah,Miss Disco,"Somethingroyal
1952 鹿毛",Princequillo,Imperatrice
39,2000110217,"Defrere
1992 黒鹿毛
[血統][産駒]
Deputy Minister系","Deputy Minister
1979 黒鹿毛
[血統][産駒]","Vice Regent
1967 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Victoria Regina
1958 栗毛",Menetrier,Victoriana,"Mint Copy
1970 黒鹿毛
[血統][産駒]","Bunty's Flight
1953 鹿毛",Bunty Lawless,Broomflight,"Shakney
1964 黒鹿毛",Jabneh,Grass Shack,"Sister Dot
1985 鹿毛
[血統][産駒]","Secretariat
1970 栗毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛",Nasrullah,Miss Disco,"Somethingroyal
1952 鹿毛",Princequillo,Imperatrice,"Sword Game
1976 黒鹿毛
[血統][産駒]","Damascus
1964 鹿毛",Sword Dancer,Kerala,"Bill and I
1965 黒鹿毛",Baybrook,Klinchit,"タイムレスツイスト
Timeless Twist(米)
1993 栗毛
[血統][産駒]
FNo.[4-m]","Timeless Moment
1970 栗毛
[血統][産駒]","Damascus
1964 鹿毛
[血統][産駒]","Sword Dancer
1956 栗毛",Sunglow,Highland Fling,"Kerala
1958 鹿毛",My Babu,Blade of Time,"Hour of Parting
1963 栗毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Sweet Sorrow
1956 鹿毛",Count Fleet,Athene,"Quajenn
1985 鹿毛
[血統][産駒]","Clever Trick
1976 黒鹿毛
[血統][産駒]","Icecapade
1969 芦毛",Nearctic,Shenanigans,"Kankakee Miss
1967 青毛",Better Bee,Golden Beach,"Twist Her
1980 鹿毛
[血統][産駒]","Nativo
1968 栗毛",Raise a Native,Racoco,"Sub Home
1969 鹿毛",Noholme,Subgal
40,2010102094,"スズカマンボ
2001 鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"スプリングマンボ
1995 鹿毛
[血統][産駒]","Kingmambo
(米)
1990 鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛",Raise a Native,Gold Digger,"Miesque
1984 鹿毛",Nureyev,Pasadoble,"キーフライヤー
Key Flyer(米)
1986 鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛",Northern Dancer,Flaming Page,"Key Partner
1976 黒鹿毛",Key to the Mint,Native Partner,"メイショウモモカ
2002 栗毛
[血統][産駒]
FNo.[9-c]","グラスワンダー
1995 栗毛
[血統][産駒]","Silver Hawk
1979 鹿毛
[血統][産駒]","Roberto
1969 鹿毛",Hail to Reason,Bramalea,"Gris Vitesse
1966 芦毛",Amerigo,Matchiche,"Ameriflora
1989 鹿毛
[血統][産駒]","Danzig
1977 鹿毛",Northern Dancer,Pas de Nom,"Graceful Touch
1978 鹿毛",His Majesty,Pi Phi Gal,"メイショウアヤメ
1995 鹿毛
[血統][産駒]","ジェイドロバリー
Jade Robbery(米)
1987 黒鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛",Raise a Native,Gold Digger,"Number
1979 鹿毛",Nijinsky,Special,"ウイルムーン
1987 鹿毛
[血統][産駒]","ミルジョージ
1975 鹿毛",Mill Reef,Miss Charisma,"ダイアンベンチヤ
1978 黒鹿毛",ヴェンチア,マルイチジョウオー
41,1998105997,"トニービン
Tony Bin(愛)
1983 鹿毛
[血統][産駒]
ゼダーン系","カンパラ
Kampala(英)
1976 黒鹿毛
[血統][産駒]","Kalamoun
1970 芦毛
[血統][産駒]","ゼダーン
1965 芦毛",Grey Sovereign,Vareta,"Khairunissa
1960 芦毛",Prince Bio,Palariva,"State Pension
1967 鹿毛
[血統][産駒]","オンリーフォアライフ
1960 黒鹿毛",Chanteur,Life Sentence,"Lorelei
1950 鹿毛",Prince Chevalier,Rock Goddess,"Severn Bridge
1965 栗毛
[血統][産駒]","Hornbeam
1953 栗毛
[血統][産駒]","Hyperion
1930 栗毛",Gainsborough,Selene,"Thicket
1947 栗毛",Nasrullah,Thorn Wood,"Priddy Fair
1956 鹿毛
[血統][産駒]","Preciptic
1942 栗毛",Precipitation,Artistic,"Campanette
1948 鹿毛",Fair Trial,Calluna,"ピンクタートル
Pink Turtle(米)
1988 栗毛
[血統][産駒]
FNo.[1-l]","Blushing Groom
(仏)
1974 栗毛
[血統][産駒]","Red God
1954 栗毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Spring Run
1948 鹿毛",Menow,Boola Brook,"Runaway Bride
1962 鹿毛
[血統][産駒]","Wild Risk
1940 鹿毛",Rialto,Wild Violet,"Aimee
1957 鹿毛",Tudor Minstrel,Emali,"Turtle Cove
1970 黒鹿毛
[血統][産駒]","Dr. Fager
1964 鹿毛
[血統][産駒]","Rough'n Tumble
1948 鹿毛",Free For All,Roused,"Aspidistra
1954 鹿毛",Better Self,Tilly Rose,"Sunny Cove
1957 栗毛
[血統][産駒]","Nearco
1935 黒鹿毛",Pharos,Nogara,"Sunny Gulf
1951 鹿毛",Persian Gulf,Solana
42,1987100260,"トウショウボーイ
1973 鹿毛
[血統][産駒]
テスコボーイ系","テスコボーイ
Tesco Boy(英)
1963 黒鹿毛
[血統][産駒]","Princely Gift
1951 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Blue Gem
1943 鹿毛",Blue Peter,Sparkle,"Suncourt
1952 黒鹿毛
[血統][産駒]","Hyperion
1930 栗毛",Gainsborough,Selene,"Inquisition
1936 黒鹿毛",Dastur,Jury,"ソシアルバターフライ
Social Butterfly(米)
1957 鹿毛
[血統][産駒]","Your Host
1947 栗毛
[血統][産駒]","Alibhai
1938 栗毛",Hyperion,Teresina,"Boudoir
1938 芦毛",Mahmoud,Kampala,"Wisteria
1948 鹿毛
[血統][産駒]","Easton
1931 鹿毛",Dark Legend,Phaona,"Blue Cyprus
1941 鹿毛",Blue Larkspur,Peggy Porter,"ハギノトップレディ
1977 黒鹿毛
[血統][産駒]
FNo.[7-e]","サンシー
1969 黒鹿毛
[血統][産駒]","Sanctus
1960 黒鹿毛
[血統][産駒]","Fine Top
1949 黒鹿毛",Fine Art,Toupie,"Sanelta
1954 鹿毛",Tourment,Satanella,"Wordys
1957 栗毛
[血統][産駒]","Worden
1949 栗毛",Wild Risk,Sans Tares,"Princesse d'Ys
1950",Prince Bio,Lacodis,"イツトー
1971 黒鹿毛
[血統][産駒]","ヴェンチア
1957 黒鹿毛
[血統][産駒]","Relic
1945 青毛",War Relic,Bridal Colors,"Rose O'Lynn
1944 鹿毛",Pherozshah,Rocklyn,"ミスマルミチ
1965 鹿毛
[血統][産駒]","ネヴァービート
1960 栃栗毛",Never Say Die,Bride Elect,"キユーピツト
1957 鹿毛",Nearula,マイリー
43,2011103832,"ディープインパクト
2002 鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ウインドインハーヘア
Wind in Her Hair(愛)
1991 鹿毛
[血統][産駒]","Alzao
1980 鹿毛
[血統][産駒]","Lyphard
1969 鹿毛",Northern Dancer,Goofed,"Lady Rebecca
1971 鹿毛",Sir Ivor,Pocahontas,"Burghclere
1977 鹿毛
[血統][産駒]","Busted
1963 栗毛",Crepello,Sans le Sou,"Highclere
1971 鹿毛",Queen's Hussar,Highlight,"クリソプレーズ
2002 黒鹿毛
[血統][産駒]
FNo.[16-a]","エルコンドルパサー
1995 黒鹿毛
[血統][産駒]","Kingmambo
(米)
1990 鹿毛
[血統][産駒]","Mr. Prospector
1970 鹿毛",Raise a Native,Gold Digger,"Miesque
1984 鹿毛",Nureyev,Pasadoble,"サドラーズギャル
Saddlers Gal(愛)
1989 鹿毛
[血統][産駒]","Sadler's Wells
1981 鹿毛",Northern Dancer,Fairy Bridge,"Glenveagh
1986 鹿毛",Seattle Slew,Lisadell,"キャサリーンパー
Catherine Parr(米)
1987 青鹿毛
[血統][産駒]","Riverman
1969 鹿毛
[血統][産駒]","Never Bend
1960 鹿毛",Nasrullah,Lalun,"River Lady
1963 鹿毛",Prince John,Nile Lily,"Regal Exception
1969 鹿毛
[血統][産駒]","Ribot
1952 鹿毛",Tenerani,Romanella,"Rajput Princess
1961 栗毛",Prince Taj,Royal Arrival
44,1992110191,"Cozzene
1980 芦毛
[血統][産駒]
Caro系","Caro
1967 芦毛
[血統][産駒]","フォルティノ
1959 芦毛
[血統][産駒]","Grey Sovereign
1948 芦毛",Nasrullah,Kong,"Ranavalo
1954 鹿毛",Relic,Navarra,"Chambord
1955 栗毛
[血統][産駒]","Chamossaire
1942 栗毛",Precipitation,Snowberry,"Life Hill
1940 鹿毛",Solario,Lady of the Snows,"Ride the Trails
1971 鹿毛
[血統][産駒]","Prince John
1953 栗毛
[血統][産駒]","Princequillo
1940 鹿毛",Prince Rose,Cosquilla,"Not Afraid
1948 黒鹿毛",Count Fleet,Banish Fear,"Wildwook
1965 鹿毛
[血統][産駒]","Sir Gaylord
1959 黒鹿毛",Turn-to,Somethingroyal,"Blue Canoe
1958 鹿毛",Jet Pilot,Portage,"Blade of Luck
1981 鹿毛
[血統][産駒]
FNo.[20]","Blade
1966 栗毛
[血統][産駒]","Bold Ruler
1954 黒鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Miss Disco
1944 鹿毛",Discovery,Outdone,"Monarchy
1957 鹿毛
[血統][産駒]","Princequillo
1940 鹿毛",Prince Rose,Cosquilla,"Knights Daughter
1941 鹿毛",Sir Cosmo,Feola,"Arundo
1973 鹿毛
[血統][産駒]","Sir Wiggle
1967 黒鹿毛
[血統][産駒]","Sadair
1962 鹿毛",Petare,Blue Missy,"Wiggle
1955 青鹿毛",Rego,Sweet Nymph,"Roman Ronda
1956 栗毛
[血統][産駒]","The Rhymer
1938 栗毛",St. Germans,Rhythmic,"Roman Matron
1941 鹿毛",Pompey,Mary Victoria
45,1996107252,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"レガシーオブストレングス
Legacy of Strength(米)
1982 栗毛
[血統][産駒]
FNo.[9-c]","Affirmed
1975 栗毛
[血統][産駒]","Exclusive Native
1965 栗毛
[血統][産駒]","Raise a Native
1961 栗毛",Native Dancer,Raise You,"Exclusive
1953 栗毛",Shut Out,Good Example,"Won't Tell You
1962 鹿毛
[血統][産駒]","Crafty Admiral
1948 鹿毛",Fighting Fox,Admiral's Lady,"Scarlet Ribbon
1957 鹿毛",Volcanic,Native Valor,"Katonka
1972 鹿毛
[血統][産駒]","Minnesota Mac
1964 鹿毛
[血統][産駒]","Rough'n Tumble
1948 鹿毛",Free For All,Roused,"Cow Girl
1949 鹿毛",Mustang,Ate,"Minnetonka
1967 鹿毛
[血統][産駒]","Chieftain
1961 黒鹿毛",Bold Ruler,Pocahontas,"Heliolight
1957 鹿毛",Helioscope,Real Delight
46,1996107418,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"ラスティックベル
Rustic Belle(米)
1990 鹿毛
[血統][産駒]
FNo.[20-a]","Mr. Prospector
1970 鹿毛
[血統][産駒]","Raise a Native
1961 栗毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Raise You
1946 栗毛",Case Ace,Lady Glory,"Gold Digger
1962 鹿毛
[血統][産駒]","Nashua
1952 鹿毛",Nasrullah,Segula,"Sequence
1946 鹿毛",Count Fleet,Miss Dogwood,"Ragtime Girl
1973 栗毛
[血統][産駒]","Francis S.
1957 栗毛
[血統][産駒]","Royal Charger
1942 栗毛",Nearco,Sun Princess,"Blue Eyed Momo
1944 栗毛",War Admiral,Big Event,"Swinging Doll
1967 栗毛
[血統][産駒]","Raise a Native
1961 栗毛",Native Dancer,Raise You,"Doll Ina
1959 栗毛",Helioscope,Nimble Doll
47,2000105086,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"ファーストアクト
First Act(愛)
1986 鹿毛
[血統][産駒]
FNo.[13-c]","Sadler's Wells
(米)
1981 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Fairy Bridge
1975 鹿毛
[血統][産駒]","Bold Reason
1968 鹿毛",Hail to Reason,Lalun,"Special
1969 鹿毛",Forli,Thong,"Arkadina
1969 鹿毛
[血統][産駒]","Ribot
1952 鹿毛
[血統][産駒]","Tenerani
1944 鹿毛",Bellini,Tofanella,"Romanella
1943 栗毛",El Greco,Barbara Burrini,"Natashka
1963 黒鹿毛
[血統][産駒]","Dedicate
1952 鹿毛",Princequillo,Dini,"Natasha
1952 鹿毛",Nasrullah,Vagrancy
48,1996110142,"Seeking the Gold
1985 鹿毛
[血統][産駒]
Mr. Prospector系","Mr. Prospector
1970 鹿毛
[血統][産駒]","Raise a Native
1961 栗毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Raise You
1946 栗毛",Case Ace,Lady Glory,"Gold Digger
1962 鹿毛
[血統][産駒]","Nashua
1952 鹿毛",Nasrullah,Segula,"Sequence
1946 鹿毛",Count Fleet,Miss Dogwood,"Con Game
1974 黒鹿毛
[血統][産駒]","Buckpasser
1963 鹿毛
[血統][産駒]","Tom Fool
1949 鹿毛",Menow,Gaga,"Busanda
1947 青毛",War Admiral,Businesslike,"Broadway
1959 鹿毛
[血統][産駒]","Hasty Road
1951 鹿毛",Roman,Traffic Court,"Flitabout
1945 栗毛",Challedon,Bird Flower,"Bright Tiara
1989 栗毛
[血統][産駒]
FNo.[10-a]","Chief's Crown
1982 鹿毛
[血統][産駒]","Danzig
1977 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Pas de Nom
1968 黒鹿毛",Admiral's Voyage,Petitioner,"Six Crowns
1976 栗毛
[血統][産駒]","Secretariat
1970 栗毛",Bold Ruler,Somethingroyal,"Chris Evert
1971 栗毛",Swoon's Son,Miss Carmie,"Expressive Dance
1978 芦毛
[血統][産駒]","Riva Ridge
1969 鹿毛
[血統][産駒]","First Landing
1956 鹿毛",Turn-to,Hildene,"Iberia
1954 栗毛",Heliopolis,War East,"Exclusive Dancer
1967 芦毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Exclusive
1953 栗毛",Shut Out,Good Example
